"MSSubClass","MSZoning","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","Fireplaces","GarageType","GarageFinish","GarageArea","GarageQual","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition"
"160","FV",2403,"Pave","IR1","Lvl","AllPub","FR2","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",0,286,530,"GasA","Ex","Y","SBrkr",0,0,0,2,1,2,1,"Gd","Typ",0,"Attchd","RFn",496,"TA","Y",0,50,0,0,0,0,0,6,2010,"WD","Normal"
"20","FV",12853,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2010,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Ex","Po","No","GLQ","Unf",0,610,1642,"GasA","Ex","Y","SBrkr",0,1,0,1,1,1,1,"Gd","Typ",1,"Attchd","RFn",852,"TA","Y",160,192,0,224,0,0,0,4,2010,"New","Partial"
"60","FV",7379,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",0,491,975,"GasA","Ex","Y","SBrkr",0,1,0,2,1,3,1,"Gd","Typ",1,"Attchd","RFn",592,"TA","Y",280,184,0,0,0,0,0,4,2010,"WD","Normal"
"20","FV",8000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",0,659,1492,"GasA","Ex","Y","SBrkr",0,1,0,2,0,3,1,"Gd","Typ",1,"Attchd","RFn",596,"TA","Y",277,137,0,0,0,0,0,4,2010,"WD","Normal"
"20","RL",10456,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1967,"Hip","CompShg","HdBoard","HdBoard","BrkFace",120,"TA","TA","CBlock","TA","TA","No","GLQ","Unf",0,1323,1829,"GasA","Gd","Y","SBrkr",0,1,0,2,0,4,1,"TA","Typ",0,"Attchd","RFn",535,"TA","Y",0,76,0,0,0,0,0,5,2010,"WD","Normal"
"60","RL",10791,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,1993,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ","Unf",0,143,1280,"GasA","Ex","Y","SBrkr",0,1,0,2,1,4,1,"Gd","Typ",1,"Attchd","Unf",660,"TA","Y",224,32,0,0,0,0,0,3,2010,"WD","Normal"
"50","RL",18837,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1.5Fin",6,5,1978,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","Gd","TA","Mn","ALQ","LwQ",46,491,1224,"GasA","TA","Y","SBrkr",0,0,1,3,0,3,1,"TA","Typ",1,"Attchd","RFn",678,"TA","Y",0,69,0,0,0,0,0,4,2010,"WD","Normal"
"60","RL",9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,6,1971,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",0,386,715,"GasA","TA","Y","SBrkr",0,0,0,1,2,4,1,"TA","Typ",0,"Attchd","RFn",441,"TA","Y",0,78,0,0,0,0,0,6,2010,"WD","Normal"
"20","RL",9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1966,"Hip","CompShg","VinylSd","VinylSd","BrkFace",172,"TA","TA","CBlock","TA","TA","No","Rec","Unf",0,534,1232,"GasA","TA","Y","SBrkr",0,1,0,1,1,3,1,"TA","Typ",0,"Attchd","RFn",490,"TA","Y",0,224,0,0,0,0,0,4,2010,"WD","Normal"
"20","RL",9900,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1966,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","BLQ","Unf",0,150,1209,"GasA","Gd","Y","SBrkr",0,1,0,1,0,3,1,"TA","Typ",0,"Attchd","RFn",504,"TA","Y",0,0,120,0,0,0,0,4,2010,"ConLD","Normal"
"20","RL",9680,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1967,"Gable","CompShg","Wd Sdng","Plywood","BrkFace",268,"TA","TA","CBlock","TA","TA","No","BLQ","Unf",0,500,1510,"GasA","Ex","Y","SBrkr",0,1,0,2,0,3,1,"Gd","Typ",0,"Attchd","RFn",517,"TA","Y",0,40,0,0,204,0,0,4,2010,"WD","Normal"
"80","RL",10600,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,5,1964,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf",0,533,533,"GasA","TA","Y","SBrkr",0,0,0,2,0,3,1,"TA","Typ",0,"Attchd","Unf",480,"TA","Y",0,172,0,0,0,0,0,5,2010,"COD","Family"
"90","RL",13260,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,6,2001,"Hip","CompShg","HdBoard","HdBoard","BrkFace",144,"TA","TA","CBlock","TA","TA","No","BLQ","Unf",0,228,1728,"GasA","TA","Y","SBrkr",0,2,0,2,0,6,2,"TA","Typ",0,"Attchd","Unf",0,"TA","Y",0,0,0,0,0,0,0,1,2010,"Oth","Abnorml"
"50","RL",9724,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",5,7,2002,"Gable","CompShg","MetalSd","MetalSd","BrkFace",265,"Gd","TA","CBlock","TA","TA","No","LwQ","Unf",0,470,1140,"GasA","Gd","Y","SBrkr",0,0,0,2,0,3,1,"TA","Min2",2,"Detchd","Unf",400,"TA","Y",0,0,0,0,0,0,0,3,2010,"WD","Normal"
"50","RL",17360,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,6,1950,"Gable","CompShg","MetalSd","MetalSd","Stone",340,"TA","Gd","CBlock","TA","TA","No","Rec","Unf",0,482,782,"GasA","TA","Y","SBrkr",0,0,0,2,0,3,1,"TA","Typ",1,"Attchd","Unf",470,"TA","Y",0,0,150,0,0,0,0,1,2010,"WD","Normal"
"85","RL",11380,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SFoyer",6,8,2008,"Gable","CompShg","HdBoard","HdBoard","BrkFace",216,"TA","TA","CBlock","TA","TA","Gd","GLQ","Unf",0,136,1080,"GasA","Gd","Y","SBrkr",0,1,0,1,0,2,1,"Gd","Typ",1,"Attchd","Unf",315,"TA","Y",238,0,0,0,0,0,1500,1,2010,"WD","Normal"
"90","RL",8267,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","Duplex","1Story",5,5,1958,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf",0,1604,1604,"GasA","TA","Y","SBrkr",0,0,0,2,0,4,2,"TA","Typ",0,"Attchd","Unf",576,"TA","Y",42,0,0,0,0,0,0,3,2010,"WD","Normal"
"20","RL",8197,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,5,2009,"Gable","CompShg","VinylSd","VinylSd","BrkFace",506,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",0,292,1480,"GasA","Ex","Y","SBrkr",0,1,0,2,0,3,1,"Gd","Typ",0,"Attchd","RFn",620,"TA","Y",252,73,0,0,0,0,300,2,2010,"WD","Normal"
"20","RL",8050,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,"Hip","CompShg","MetalSd","MetalSd","BrkFace",150,"TA","TA","CBlock","TA","TA","No","BLQ","Rec",162,125,1143,"GasA","TA","Y","SBrkr",0,1,0,1,0,3,1,"TA","Typ",0,"Attchd","RFn",308,"TA","Y",0,0,0,0,0,0,0,5,2010,"WD","Normal"
"20","RL",10725,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,"Hip","CompShg","MetalSd","MetalSd","BrkFace",91,"TA","TA","CBlock","TA","TA","No","Rec","Unf",0,270,1206,"GasA","Fa","Y","SBrkr",0,0,0,1,0,3,1,"TA","Typ",0,"Attchd","RFn",312,"TA","Y",0,21,0,0,0,0,0,5,2010,"WD","Normal"
"20","RL",10032,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1959,"Gable","CompShg","Wd Sdng","Wd Sdng","Stone",432,"TA","TA","CBlock","TA","TA","No","Rec","Unf",0,510,1244,"GasA","Ex","Y","SBrkr",0,1,0,1,1,3,1,"TA","Typ",2,"Attchd","Unf",440,"TA","Y",0,28,0,0,160,0,0,6,2010,"WD","Normal"
"50","RL",8382,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",4,5,1956,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf",0,832,832,"GasA","TA","Y","FuseA",0,0,0,1,0,3,1,"TA","Typ",0,"Attchd","Unf",263,"TA","Y",0,0,0,0,0,0,0,2,2010,"WD","Normal"
"20","RL",10950,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1952,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ","Unf",0,525,864,"GasA","TA","Y","SBrkr",0,0,1,1,0,2,1,"Fa","Typ",0,"Detchd","Unf",318,"TA","Y",0,0,0,0,0,0,0,5,2010,"WD","Normal"
"20","RL",10895,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec","Unf",0,324,972,"GasA","TA","Y","SBrkr",0,0,0,1,0,3,1,"TA","Typ",0,"Attchd","Unf",305,"TA","Y",0,0,205,0,0,0,0,6,2010,"WD","Normal"
"190","RL",13587,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","2fmCon","1Story",5,5,1958,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","Rec","Unf",0,456,988,"GasA","TA","Y","SBrkr",0,1,0,1,0,2,1,"TA","Typ",0,"Attchd","Unf",264,"TA","Y",0,0,0,0,0,0,0,4,2010,"WD","Abnorml"
"30","RL",7898,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,7,1994,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf","Unf",0,576,576,"GasA","Gd","Y","SBrkr",0,0,1,1,0,2,1,"TA","Typ",0,"Detchd","Unf",676,"TA","N",0,0,0,0,0,0,0,4,2010,"WD","Normal"
"50","RL",8064,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,8,2004,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Rec",174,161,816,"GasA","TA","Y","SBrkr",0,1,0,1,0,3,1,"TA","Typ",0,"Detchd","Unf",280,"TA","Y",414,0,0,0,0,0,0,5,2010,"WD","Normal"
"20","RL",7635,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1960,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec","LwQ",350,237,1175,"GasA","Ex","Y","SBrkr",0,0,0,1,1,3,1,"TA","Typ",0,"Detchd","RFn",484,"TA","Y",0,0,0,0,0,0,0,6,2010,"WD","Normal"
"20","RL",9760,"Pave","Reg","Lvl","AllPub","Inside","Mod","NAmes","Norm","Norm","1Fam","1Story",6,7,1984,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",218,"TA","TA","CBlock","TA","TA","Gd","BLQ","LwQ",263,415,1395,"GasA","TA","Y","SBrkr",0,1,0,1,0,2,1,"TA","Min1",1,"Attchd","RFn",440,"TA","Y",657,0,113,0,240,0,0,5,2010,"WD","Normal"
"50","RM",4800,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,5,1954,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",771,"TA","TA","PConc","TA","TA","No","ALQ","Unf",0,661,709,"GasA","TA","Y","SBrkr",0,1,0,1,0,3,1,"TA","Min2",2,"Basment","Unf",240,"TA","Y",84,0,0,0,0,0,0,1,2010,"COD","Abnorml"
"30","RM",4485,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",5,7,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","BLQ","Unf",0,357,936,"GasA","TA","Y","SBrkr",0,1,0,1,0,2,1,"TA","Typ",1,"Detchd","Unf",0,"TA","P",51,0,135,0,0,0,0,5,2010,"WD","Normal"
"20","RM",5805,"Pave","Reg","Bnk","AllPub","Inside","Mod","OldTown","Norm","Norm","1Fam","1Story",5,7,1957,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Mn","BLQ","Rec",1073,0,1347,"GasA","Gd","Y","SBrkr",0,1,1,1,0,3,1,"Gd","Typ",0,"Detchd","Unf",551,"TA","Y",0,0,0,0,0,0,0,6,2010,"WD","Normal"
"45","RM",6900,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,7,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf","Unf",0,827,827,"GasA","Gd","Y","SBrkr",0,0,0,1,0,3,1,"Fa","Typ",0,"Detchd","Unf",240,"Fa","N",0,0,0,0,0,0,0,1,2010,"WD","Normal"
"50","RM",11851,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,7,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","BLQ","Unf",0,247,1027,"GasA","Ex","Y","SBrkr",0,0,0,1,0,3,1,"Gd","Typ",1,"Detchd","Unf",240,"TA","Y",0,100,126,0,0,0,0,6,2010,"WD","Normal"
"50","RM",8239,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,6,1962,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Rec","Unf",0,832,1008,"GasA","TA","Y","SBrkr",0,0,0,1,0,3,1,"TA","Typ",0,"Detchd","Unf",315,"TA","Y",0,0,334,0,0,0,0,3,2010,"WD","Normal"
"30","RM",9656,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",2,2,1970,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","Fa","BrkTil","Fa","Fa","No","Unf","Unf",0,678,678,"GasA","TA","N","SBrkr",0,0,0,1,0,2,1,"TA","Typ",1,"Detchd","Unf",780,"Fa","N",0,0,0,0,0,0,0,6,2010,"WD","Abnorml"
"70","RM",9600,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",8,9,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","TA","TA","No","Unf","Unf",0,930,930,"GasW","TA","N","SBrkr",0,0,0,2,0,3,1,"Gd","Typ",0,"Detchd","Unf",288,"TA","Y",54,228,246,0,0,0,0,4,2010,"WD","Abnorml"
"70","RM",9000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",8,9,2002,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","Stone","Fa","Fa","No","Unf","Unf",0,346,346,"GasA","Ex","Y","SBrkr",0,0,0,3,0,3,1,"Gd","Typ",0,"Detchd","Unf",624,"TA","N",0,108,0,0,0,0,0,4,2010,"WD","Normal"
"190","RM",9045,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",5,3,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","BrkTil","TA","TA","Mn","Unf","Unf",0,840,840,"Grav","Fa","N","FuseF",0,0,0,2,0,4,2,"Fa","Typ",0,"Detchd","Unf",0,"TA","N",0,18,18,0,0,0,0,6,2010,"WD","Abnorml"
"70","RM",10560,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,7,1994,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Fa","TA","No","Rec","Unf",0,455,738,"GasA","Ex","Y","SBrkr",0,0,0,1,1,2,1,"TA","Min1",0,"Detchd","Unf",624,"TA","Y",0,0,0,0,0,0,0,6,2010,"WD","Normal"
"50","RM",5830,"Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Feedr","Feedr","1Fam","1.5Fin",5,6,1997,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec","Unf",0,200,988,"GasA","Ex","Y","SBrkr",0,0,0,1,1,3,1,"TA","Typ",0,"Detchd","Unf",363,"TA","Y",0,0,0,0,0,0,0,3,2010,"WD","Normal"
"75","RL",7793,"Pave","IR1","Bnk","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","2.5Unf",7,7,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","No","BLQ","Unf",0,634,1108,"GasA","TA","N","FuseA",0,0,0,1,1,3,1,"Gd","Typ",1,"Detchd","Unf",315,"TA","Y",0,0,60,0,0,0,0,5,2010,"WD","Normal"
"30","RM",5000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Feedr","Norm","1Fam","1Story",4,7,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Rec","Unf",0,577,765,"GasA","TA","N","FuseF",0,1,0,1,0,2,1,"Gd","Typ",0,"Detchd","Unf",200,"Fa","P",135,0,41,0,0,0,0,4,2010,"WD","Normal"
"50","RM",6000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Gd","No","BLQ","LwQ",12,144,608,"GasA","TA","Y","SBrkr",0,1,0,1,0,2,1,"TA","Typ",0,"Detchd","Unf",240,"TA","Y",0,0,128,0,0,0,0,4,2010,"WD","Abnorml"
"50","RM",6000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","LwQ","Unf",0,308,572,"GasA","Ex","Y","FuseA",0,0,1,1,1,3,1,"TA","Typ",2,"Detchd","Unf",576,"TA","Y",0,0,0,0,0,0,0,3,2010,"WD","Normal"
"50","RM",6360,"Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Feedr","Norm","1Fam","1.5Fin",5,6,1950,"Gable","CompShg","MetalSd","MetalSd","Stone",300,"TA","TA","CBlock","TA","TA","No","Rec","LwQ",159,316,835,"GasA","TA","Y","FuseA",0,0,0,1,1,3,1,"Gd","Min2",2,"Detchd","Unf",240,"TA","Y",0,0,35,0,148,0,0,3,2010,"WD","Normal"
"50","RM",6000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec","Unf",0,480,780,"GasA","TA","Y","SBrkr",0,0,0,1,1,3,1,"TA","Typ",0,"Detchd","Unf",312,"TA","P",221,0,48,0,0,0,0,3,2010,"WD","Normal"
"50","RM",6240,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1980,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","Fa","No","Rec","Unf",0,252,528,"GasA","Gd","Y","SBrkr",0,0,0,1,0,2,1,"TA","Typ",0,"Detchd","Fin",624,"TA","P",306,0,32,0,0,0,0,5,2010,"WD","Normal"
"50","RM",6240,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ","Unf",0,480,928,"GasA","TA","Y","FuseF",0,0,0,2,0,4,1,"TA","Typ",1,"Detchd","Unf",480,"TA","Y",0,10,0,0,0,0,0,3,2010,"WD","Normal"
"30","RM",6120,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",6,5,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","Fa","No","ALQ","Unf",0,164,1124,"GasA","TA","Y","SBrkr",0,1,0,1,0,2,1,"TA","Typ",1,"Detchd","Unf",288,"TA","Y",0,0,128,0,0,0,0,3,2010,"WD","Normal"
"50","RM",8094,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,5,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","CBlock","TA","TA","No","Unf","Unf",0,888,888,"GasA","Ex","Y","SBrkr",0,0,0,1,1,4,1,"TA","Typ",1,"Detchd","Unf",572,"TA","Y",160,0,364,0,0,0,0,6,2010,"WD","Normal"
"70","RM",12900,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,8,2009,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","PConc","TA","TA","No","Unf","Unf",0,780,780,"GasA","Ex","Y","SBrkr",0,0,0,1,1,3,1,"Gd","Typ",0,"Detchd","Unf",0,"TA","N",344,0,0,0,168,0,0,5,2010,"WD","Normal"
"70","RM",3068,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,8,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf","Unf",0,662,662,"GasA","Ex","Y","SBrkr",0,0,1,1,0,3,1,"TA","Typ",0,"Detchd","Unf",180,"TA","Y",0,0,112,0,0,0,0,2,2010,"WD","Normal"
"20","RL",15263,"Pave","IR1","Lvl","AllPub","Inside","Gtl","ClearCr","Feedr","Norm","1Fam","1Story",5,5,1959,"Gable","CompShg","HdBoard","HdBoard","BrkFace",90,"TA","TA","CBlock","Gd","TA","No","Rec","Unf",0,656,1422,"GasA","Gd","Y","SBrkr",0,0,0,2,0,3,1,"TA","Typ",2,"Attchd","Unf",365,"TA","Y",0,132,0,0,0,0,0,5,2010,"WD","Normal"
"50","RL",10632,"Pave","IR1","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",5,3,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","Fa","No","Unf","Unf",0,689,689,"GasA","Gd","N","SBrkr",0,0,0,1,1,3,1,"TA","Mod",0,"Detchd","Unf",180,"Fa","N",0,0,248,0,0,0,0,1,2010,"COD","Normal"
"190","RL",9900,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","2fmCon","1.5Fin",5,4,1950,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"Fa","Fa","BrkTil","TA","TA","No","Rec","Unf",0,186,1212,"GasA","TA","N","SBrkr",0,1,0,1,0,3,1,"TA","Typ",0,"Detchd","Unf",0,"TA","N",0,0,168,0,0,0,0,2,2010,"ConLD","Normal"
"50","RL",6001,"Pave","IR1","Bnk","AllPub","Inside","Mod","SWISU","Norm","Norm","1Fam","1.5Fin",6,5,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Fa","TA","No","LwQ","Unf",0,232,600,"GasA","Ex","N","SBrkr",0,0,0,1,0,3,1,"TA","Typ",0,"Detchd","Unf",231,"TA","Y",0,0,45,0,0,0,0,3,2010,"WD","Normal"
"70","C (all)",6449,"Pave","IR1","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","2Story",4,1,1950,"Gambrel","CompShg","Wd Sdng","Stucco","None",0,"TA","TA","CBlock","TA","TA","No","Rec","Unf",0,634,707,"GasW","TA","N","SBrkr",0,0,0,1,1,4,1,"TA","Typ",0,"Detchd","Unf",0,"TA","N",0,0,239,0,0,0,0,3,2010,"WD","Abnorml"
"190","RH",6048,"Pave","Reg","Lvl","AllPub","Corner","Gtl","SWISU","Artery","Norm","2fmCon","1.5Fin",5,7,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","Mn","LwQ","Unf",0,120,856,"GasA","Gd","Y","SBrkr",0,1,0,2,0,2,2,"TA","Typ",1,"Detchd","Unf",450,"TA","P",56,144,0,0,0,0,0,6,2010,"COD","Normal"
"90","RL",10773,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,3,1967,"Gable","Tar&Grv","Plywood","Plywood","BrkFace",72,"Fa","Fa","CBlock","TA","TA","No","ALQ","Unf",0,1128,1832,"GasA","TA","N","SBrkr",0,2,0,2,0,4,2,"TA","Typ",0,"Detchd","Unf",0,"TA","Y",0,58,0,0,0,0,0,5,2010,"WD","Normal"
"20","RL",7800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,2008,"Hip","CompShg","HdBoard","HdBoard","BrkFace",47,"TA","TA","CBlock","TA","TA","Mn","BLQ","Rec",474,150,864,"GasA","Ex","Y","SBrkr",0,1,0,1,0,3,1,"Gd","Typ",0,"Detchd","Unf",416,"TA","Y",0,0,0,0,0,0,0,6,2010,"WD","Normal"
